"Date","Price","Open","High","Low","Change %"
"Jun 02, 2021","8.5826","8.5369","8.7855","8.5262","0.62%"
"Jun 01, 2021","8.5301","8.4894","8.5506","8.4637","0.58%"
"May 31, 2021","8.4808","8.5604","8.5902","8.4558","-0.79%"
"May 28, 2021","8.5484","8.5021","8.6237","8.4525","0.61%"
"May 27, 2021","8.4967","8.4562","8.5488","8.4160","0.55%"
"May 26, 2021","8.4501","8.4582","8.4797","8.4044","0.00%"
"May 25, 2021","8.4501","8.3883","8.4948","8.3663","0.85%"
"May 24, 2021","8.3786","8.4170","8.4378","8.3604","-0.33%"
"May 21, 2021","8.4066","8.3800","8.4258","8.3282","0.44%"
"May 20, 2021","8.3700","8.4137","8.4247","8.3270","-0.40%"
"May 19, 2021","8.4033","8.3559","8.4432","8.3442","0.72%"
"May 18, 2021","8.3436","8.3134","8.3790","8.2898","0.42%"
"May 17, 2021","8.3087","8.4680","8.4718","8.2969","-1.57%"
"May 14, 2021","8.4413","8.5026","8.5140","8.3795","-0.65%"
"May 13, 2021","8.4964","8.4323","8.5152","8.4093","0.94%"
"May 12, 2021","8.4170","8.2883","8.4579","8.2700","1.64%"
"May 11, 2021","8.2811","8.2787","8.3324","8.2625","0.18%"
"May 10, 2021","8.2665","8.2429","8.2913","8.2140","0.40%"
"May 07, 2021","8.2336","8.2824","8.3139","8.2080","-0.41%"
"May 06, 2021","8.2679","8.3282","8.3609","8.2653","-0.54%"
"May 05, 2021","8.3125","8.3288","8.3823","8.2994","-0.09%"
"May 04, 2021","8.3203","8.2460","8.3558","8.2374","0.90%"
"May 03, 2021","8.2461","8.2891","8.3425","8.2338","-0.33%"
"Apr 30, 2021","8.2735","8.2185","8.3298","8.1785","0.77%"
"Apr 29, 2021","8.2105","8.2007","8.2837","8.1213","0.20%"
"Apr 28, 2021","8.1945","8.2172","8.2554","8.1480","-0.04%"
"Apr 27, 2021","8.1977","8.2827","8.3112","8.1687","-0.90%"
"Apr 26, 2021","8.2724","8.3934","8.4942","8.2668","-1.24%"
"Apr 23, 2021","8.3762","8.3243","8.4256","8.2886","0.86%"
"Apr 22, 2021","8.3049","8.1889","8.3717","8.1755","1.54%"
"Apr 21, 2021","8.1786","8.1165","8.2168","8.1006","0.91%"
"Apr 20, 2021","8.1052","8.0955","8.1381","8.0676","0.23%"
"Apr 19, 2021","8.0863","8.0746","8.1171","8.0235","0.37%"
"Apr 16, 2021","8.0567","8.0205","8.1204","8.0082","0.64%"
"Apr 15, 2021","8.0053","8.0789","8.1660","8.0007","-0.78%"
"Apr 14, 2021","8.0682","8.1202","8.1416","8.0206","-0.57%"
"Apr 13, 2021","8.1146","8.1575","8.1877","8.1032","-0.34%"
"Apr 12, 2021","8.1421","8.1655","8.2371","8.1015","-0.14%"
"Apr 09, 2021","8.1534","8.1413","8.2065","8.1150","0.31%"
"Apr 08, 2021","8.1281","8.1615","8.1975","8.1206","-0.04%"
"Apr 07, 2021","8.1310","8.1417","8.2240","8.1269","0.05%"
"Apr 06, 2021","8.1266","8.1112","8.1873","8.0805","0.35%"
"Apr 05, 2021","8.0981","8.1695","8.2560","8.0830","-0.78%"
"Apr 02, 2021","8.1619","8.1227","8.1967","7.9745","0.72%"
"Apr 01, 2021","8.1036","8.2487","8.3001","8.0943","-1.70%"
"Mar 31, 2021","8.2439","8.3387","8.4053","8.2165","-1.05%"
"Mar 30, 2021","8.3312","8.2085","8.4677","8.1910","1.71%"
"Mar 29, 2021","8.1910","8.1192","8.2245","8.0048","0.69%"
"Mar 26, 2021","8.1350","7.9488","8.1615","7.9130","2.44%"
"Mar 25, 2021","7.9412","7.9345","8.0143","7.8833","0.28%"
"Mar 24, 2021","7.9187","7.9400","8.0633","7.8230","-0.26%"
"Mar 23, 2021","7.9392","7.8026","7.9756","7.6807","1.83%"
"Mar 22, 2021","7.7963","7.2185","8.1795","7.2180","8.07%"
"Mar 19, 2021","7.2140","7.3250","7.3694","7.1909","-1.44%"
"Mar 18, 2021","7.3193","7.5037","7.5680","7.2874","-2.43%"
"Mar 17, 2021","7.5017","7.4950","7.6411","7.4790","0.15%"
"Mar 16, 2021","7.4907","7.5378","7.5547","7.4645","-0.54%"
"Mar 15, 2021","7.5316","7.5635","7.6212","7.4955","-0.36%"
"Mar 12, 2021","7.5586","7.4805","7.6231","7.4690","1.31%"
"Mar 11, 2021","7.4612","7.5010","7.5601","7.4270","-0.48%"
"Mar 10, 2021","7.4974","7.6170","7.6707","7.4912","-1.50%"
"Mar 09, 2021","7.6116","7.7565","7.7861","7.5862","-2.04%"
"Mar 08, 2021","7.7698","7.5380","7.7857","7.5095","3.12%"
"Mar 05, 2021","7.5348","7.5079","7.5856","7.4668","0.48%"
"Mar 04, 2021","7.4989","7.4618","7.5833","7.4011","0.57%"
"Mar 03, 2021","7.4565","7.3522","7.5009","7.2905","1.49%"
"Mar 02, 2021","7.3472","7.2886","7.4231","7.2741","0.97%"
"Mar 01, 2021","7.2769","7.4269","7.4296","7.2181","-1.96%"
"Feb 26, 2021","7.4226","7.3418","7.4925","7.2979","1.20%"
"Feb 25, 2021","7.3345","7.1684","7.4460","7.1537","2.37%"
"Feb 24, 2021","7.1648","7.1068","7.2527","7.0721","0.88%"
"Feb 23, 2021","7.1020","7.0201","7.1178","7.0017","1.25%"
"Feb 22, 2021","7.0144","6.9637","7.0925","6.9576","0.80%"
"Feb 19, 2021","6.9587","6.9719","7.0086","6.9460","0.01%"
"Feb 18, 2021","6.9583","6.9710","7.0118","6.9201","-0.15%"
"Feb 17, 2021","6.9687","6.9928","7.0603","6.9565","-0.25%"
"Feb 16, 2021","6.9863","6.9655","7.0213","6.8882","0.40%"
"Feb 15, 2021","6.9584","7.0355","7.0386","6.9427","-1.05%"
"Feb 12, 2021","7.0319","7.0227","7.0543","7.0037","0.12%"
"Feb 11, 2021","7.0235","7.0619","7.0718","7.0051","-0.42%"
"Feb 10, 2021","7.0528","7.0655","7.0890","7.0287","-0.08%"
"Feb 09, 2021","7.0581","7.0713","7.1451","7.0612","-0.13%"
"Feb 08, 2021","7.0671","7.0601","7.1256","7.0237","0.26%"
"Feb 05, 2021","7.0488","7.1373","7.1491","7.0289","-1.18%"
"Feb 04, 2021","7.1333","7.1624","7.1836","7.0952","-0.33%"
"Feb 03, 2021","7.1570","7.1967","7.2058","7.1198","-0.48%"
"Feb 02, 2021","7.1917","7.1920","7.2042","7.0851","0.05%"
"Feb 01, 2021","7.1883","7.3151","7.3177","7.1557","-1.66%"
"Jan 29, 2021","7.3099","7.3430","7.3910","7.2695","-0.31%"
"Jan 28, 2021","7.3324","7.3955","7.4365","7.3262","-0.80%"
"Jan 27, 2021","7.3918","7.3464","7.4166","7.3355","0.67%"
"Jan 26, 2021","7.3429","7.4065","7.4376","7.3290","-0.83%"
"Jan 25, 2021","7.4040","7.4147","7.4309","7.3624","-0.09%"
"Jan 22, 2021","7.4106","7.3684","7.4460","7.3643","0.64%"
"Jan 21, 2021","7.3636","7.4201","7.4292","7.3440","-0.72%"
"Jan 20, 2021","7.4169","7.4770","7.4888","7.3846","-0.70%"
"Jan 19, 2021","7.4691","7.4818","7.4914","7.4132","-0.10%"
"Jan 18, 2021","7.4768","7.4729","7.5458","7.4551","0.05%"
"Jan 15, 2021","7.4733","7.3615","7.5178","7.3495","1.40%"
"Jan 14, 2021","7.3699","7.4014","7.4640","7.3494","-0.32%"
"Jan 13, 2021","7.3934","7.4530","7.4776","7.3861","-0.74%"
"Jan 12, 2021","7.4482","7.4791","7.5248","7.4194","-0.34%"
"Jan 11, 2021","7.4733","7.3636","7.5321","7.3584","1.38%"
"Jan 08, 2021","7.3713","7.3198","7.4194","7.3045","0.77%"
"Jan 07, 2021","7.3149","7.3067","7.3955","7.2372","0.14%"
"Jan 06, 2021","7.3047","7.3893","7.3973","7.2663","-1.10%"
"Jan 05, 2021","7.3856","7.4263","7.4382","7.3591","-0.46%"
"Jan 04, 2021","7.4198","7.4403","7.4470","7.3393","-0.26%"
"Jan 01, 2021","7.4392","7.4392","7.4392","7.4392","0.10%"
"Dec 31, 2020","7.4320","7.3815","7.4983","7.3444","0.74%"
"Dec 30, 2020","7.3774","7.3865","7.3993","7.3030","-0.06%"
"Dec 29, 2020","7.3815","7.4466","7.4804","7.3376","-0.81%"
"Dec 28, 2020","7.4416","7.5716","7.5756","7.4035","-1.40%"
"Dec 25, 2020","7.5470","7.5801","7.6016","7.5305","-0.37%"
"Dec 24, 2020","7.5747","7.6398","7.6757","7.5460","-0.80%"
"Dec 23, 2020","7.6361","7.6632","7.6711","7.6140","-0.27%"
"Dec 22, 2020","7.6570","7.6506","7.6786","7.6129","0.10%"
"Dec 21, 2020","7.6491","7.6310","7.7376","7.6234","0.33%"
"Dec 18, 2020","7.6239","7.7009","7.7607","7.6122","-0.94%"
"Dec 17, 2020","7.6959","7.7999","7.8097","7.6896","-1.27%"
"Dec 16, 2020","7.7949","7.8440","7.8492","7.7573","-0.45%"
"Dec 15, 2020","7.8300","7.8534","7.8734","7.8113","-0.23%"
"Dec 14, 2020","7.8483","7.8601","7.9392","7.8234","-0.10%"
"Dec 11, 2020","7.8562","7.8841","8.0347","7.8149","-0.38%"
"Dec 10, 2020","7.8864","7.8263","7.9256","7.8163","0.91%"
"Dec 09, 2020","7.8156","7.8155","7.8524","7.7888","0.13%"
"Dec 08, 2020","7.8055","7.8007","7.8529","7.7865","0.11%"
"Dec 07, 2020","7.7973","7.8029","7.8774","7.7958","-0.01%"
"Dec 04, 2020","7.7981","7.7739","7.8498","7.7477","0.41%"
"Dec 03, 2020","7.7665","7.8524","7.9250","7.7497","-1.07%"
"Dec 02, 2020","7.8502","7.8290","7.8836","7.7717","0.32%"
"Dec 01, 2020","7.8248","7.8328","7.9213","7.7961","-0.05%"
"Nov 30, 2020","7.8284","7.8353","7.8653","7.7424","-0.06%"
"Nov 27, 2020","7.8332","7.8695","7.8952","7.7613","-0.46%"
"Nov 26, 2020","7.8691","7.9311","7.9735","7.8456","-0.76%"
"Nov 25, 2020","7.9297","8.0022","8.0171","7.9051","-0.86%"
"Nov 24, 2020","7.9982","7.8848","8.0530","7.8295","1.49%"
"Nov 23, 2020","7.8810","7.6400","7.9569","7.6349","3.26%"
"Nov 20, 2020","7.6323","7.5529","7.7055","7.5258","1.08%"
"Nov 19, 2020","7.5507","7.7060","7.7431","7.5035","-1.99%"
"Nov 18, 2020","7.7040","7.7002","7.7914","7.6700","0.10%"
"Nov 17, 2020","7.6962","7.7015","7.8061","7.6603","-0.02%"
"Nov 16, 2020","7.6976","7.6612","7.7680","7.5920","0.49%"
"Nov 13, 2020","7.6602","7.6899","7.7583","7.5936","-0.35%"
"Nov 12, 2020","7.6869","7.7996","7.8997","7.6547","-1.41%"
"Nov 11, 2020","7.7966","8.1452","8.2041","7.7832","-4.27%"
"Nov 10, 2020","8.1446","8.0660","8.3819","8.0510","1.01%"
"Nov 09, 2020","8.0634","8.4316","8.4543","7.9887","-5.36%"
"Nov 06, 2020","8.5200","8.4220","8.5876","8.3993","1.19%"
"Nov 05, 2020","8.4202","8.4262","8.4859","8.4023","-0.06%"
"Nov 04, 2020","8.4251","8.4041","8.5320","8.3827","0.28%"
"Nov 03, 2020","8.4016","8.4221","8.5471","8.3924","-0.21%"
"Nov 02, 2020","8.4190","8.3467","8.4486","8.3401","0.89%"
"Oct 30, 2020","8.3448","8.2922","8.3899","8.2674","0.68%"
"Oct 29, 2020","8.2881","8.2576","8.3315","8.2568","0.39%"
"Oct 28, 2020","8.2559","8.1853","8.3244","8.1827","0.86%"
"Oct 27, 2020","8.1854","8.0837","8.1989","8.0815","1.31%"
"Oct 26, 2020","8.0797","7.9645","8.0995","7.9585","1.49%"
"Oct 23, 2020","7.9610","7.9351","7.9833","7.9145","0.35%"
"Oct 22, 2020","7.9329","7.8125","7.9880","7.7792","1.60%"
"Oct 21, 2020","7.8081","7.8663","7.8847","7.7880","-0.67%"
"Oct 20, 2020","7.8609","7.8837","7.9109","7.8542","-0.24%"
"Oct 19, 2020","7.8797","7.9353","7.9416","7.8691","-0.64%"
"Oct 16, 2020","7.9304","7.9356","7.9599","7.8856","-0.01%"
"Oct 15, 2020","7.9310","7.9118","7.9538","7.9059","0.29%"
"Oct 14, 2020","7.9084","7.9167","7.9612","7.8970","-0.08%"
"Oct 13, 2020","7.9146","7.8900","7.9324","7.8738","0.34%"
"Oct 12, 2020","7.8879","7.8602","7.9157","7.8510","0.40%"
"Oct 09, 2020","7.8566","7.9447","7.9591","7.8372","-1.06%"
"Oct 08, 2020","7.9406","7.8847","7.9485","7.8741","0.76%"
"Oct 07, 2020","7.8808","7.7993","7.8967","7.7821","1.13%"
"Oct 06, 2020","7.7931","7.7639","7.8084","7.7411","0.43%"
"Oct 05, 2020","7.7599","7.7714","7.7906","7.7206","-0.14%"
"Oct 02, 2020","7.7708","7.7498","7.7931","7.7066","0.27%"
"Oct 01, 2020","7.7500","7.7187","7.7880","7.6219","0.44%"
"Sep 30, 2020","7.7157","7.8189","7.8400","7.6969","-1.26%"
"Sep 29, 2020","7.8139","7.8044","7.8669","7.7590","0.15%"
"Sep 28, 2020","7.8024","7.6648","7.8409","7.6531","1.85%"
"Sep 25, 2020","7.6607","7.6228","7.6865","7.4915","0.51%"
"Sep 24, 2020","7.6216","7.7005","7.7228","7.5380","-0.98%"
"Sep 23, 2020","7.6967","7.6658","7.7137","7.6424","0.45%"
"Sep 22, 2020","7.6619","7.6318","7.6751","7.6118","0.42%"
"Sep 21, 2020","7.6299","7.5608","7.6439","7.5387","0.97%"
"Sep 18, 2020","7.5563","7.5503","7.5932","7.5240","0.13%"
"Sep 17, 2020","7.5464","7.5052","7.5663","7.4825","0.55%"
"Sep 16, 2020","7.5054","7.4892","7.5182","7.4640","0.27%"
"Sep 15, 2020","7.4854","7.4879","7.5022","7.4548","0.02%"
"Sep 14, 2020","7.4840","7.4720","7.5038","7.4590","0.16%"
"Sep 11, 2020","7.4724","7.4502","7.4828","7.4314","0.33%"
"Sep 10, 2020","7.4481","7.4889","7.5015","7.3977","-0.49%"
"Sep 09, 2020","7.4848","7.4850","7.5001","7.4565","0.04%"
"Sep 08, 2020","7.4817","7.4577","7.4921","7.4390","0.37%"
"Sep 07, 2020","7.4542","7.4360","7.4696","7.4203","0.28%"
"Sep 04, 2020","7.4331","7.4352","7.4651","7.3980","-0.01%"
"Sep 03, 2020","7.4335","7.3860","7.4549","7.3661","0.69%"
"Sep 02, 2020","7.3822","7.3694","7.4036","7.3475","0.23%"
"Sep 01, 2020","7.3652","7.3513","7.3789","7.3158","0.25%"
"Aug 31, 2020","7.3466","7.3314","7.3731","7.3110","0.19%"
"Aug 28, 2020","7.3329","7.3604","7.3797","7.2727","-0.35%"
"Aug 27, 2020","7.3587","7.3703","7.3915","7.2857","-0.10%"
"Aug 26, 2020","7.3662","7.3932","7.4212","7.3133","-0.31%"
"Aug 25, 2020","7.3893","7.3783","7.4085","7.3533","0.17%"
"Aug 24, 2020","7.3768","7.3332","7.3860","7.3035","0.55%"
"Aug 21, 2020","7.3365","7.2986","7.3527","7.1840","0.59%"
"Aug 20, 2020","7.2938","7.2923","7.3588","7.2640","0.05%"
"Aug 19, 2020","7.2905","7.3736","7.3881","7.1933","-1.07%"
"Aug 18, 2020","7.3696","7.3839","7.4036","7.3355","-0.12%"
"Aug 17, 2020","7.3787","7.3750","7.4014","7.3559","0.17%"
"Aug 14, 2020","7.3664","7.3383","7.3885","7.3291","0.42%"
"Aug 13, 2020","7.3354","7.3328","7.3665","7.2655","0.10%"
"Aug 12, 2020","7.3282","7.2182","7.3484","7.1842","1.75%"
"Aug 11, 2020","7.2025","7.3351","7.3565","7.1753","-1.78%"
"Aug 10, 2020","7.3329","7.2898","7.3689","7.2337","0.57%"
"Aug 07, 2020","7.2911","7.2396","7.3755","7.1085","0.76%"
"Aug 06, 2020","7.2362","7.0475","7.3215","7.0200","2.73%"
"Aug 05, 2020","7.0438","6.9015","7.0895","6.8945","2.13%"
"Aug 04, 2020","6.8968","6.9576","7.0342","6.8868","-0.85%"
"Aug 03, 2020","6.9558","6.9745","6.9943","6.9472","-0.21%"
"Jul 31, 2020","6.9702","6.9974","7.0153","6.9570","-0.31%"
"Jul 30, 2020","6.9917","6.9832","7.0151","6.9402","0.13%"
"Jul 29, 2020","6.9828","6.9363","7.0076","6.9215","0.71%"
"Jul 28, 2020","6.9335","6.8625","6.9785","6.8542","1.08%"
"Jul 27, 2020","6.8595","6.8468","6.9655","6.8355","0.22%"
"Jul 24, 2020","6.8446","6.8433","6.8547","6.8310","0.08%"
"Jul 23, 2020","6.8389","6.8510","6.8548","6.8250","-0.13%"
"Jul 22, 2020","6.8480","6.8247","6.8569","6.8185","0.39%"
"Jul 21, 2020","6.8214","6.8577","6.8671","6.8165","-0.50%"
"Jul 20, 2020","6.8558","6.8586","6.8688","6.8445","0.01%"
"Jul 17, 2020","6.8553","6.8573","6.8776","6.8436","0.02%"
"Jul 16, 2020","6.8538","6.8558","6.8660","6.8460","0.01%"
"Jul 15, 2020","6.8529","6.8639","6.8705","6.8510","-0.14%"
"Jul 14, 2020","6.8626","6.8602","6.8721","6.8523","0.09%"
"Jul 13, 2020","6.8562","6.8677","6.8760","6.8422","-0.08%"
"Jul 10, 2020","6.8618","6.8618","6.8724","6.8504","0.05%"
"Jul 09, 2020","6.8587","6.8605","6.8693","6.8478","0.03%"
"Jul 08, 2020","6.8565","6.8595","6.8689","6.8457","0.01%"
"Jul 07, 2020","6.8555","6.8605","6.8706","6.8453","-0.04%"
"Jul 06, 2020","6.8580","6.8618","6.8743","6.8359","-0.02%"
"Jul 03, 2020","6.8596","6.8509","6.8773","6.8404","0.18%"
"Jul 02, 2020","6.8475","6.8480","6.8591","6.8365","0.05%"
"Jul 01, 2020","6.8439","6.8534","6.8598","6.8385","-0.09%"
"Jun 30, 2020","6.8500","6.8549","6.8590","6.8386","-0.04%"
"Jun 29, 2020","6.8524","6.8539","6.8592","6.8415","0.03%"
"Jun 26, 2020","6.8506","6.8548","6.8631","6.8403","-0.03%"
"Jun 25, 2020","6.8526","6.8563","6.8620","6.8265","-0.01%"
"Jun 24, 2020","6.8533","6.8515","6.8623","6.8362","0.09%"
"Jun 23, 2020","6.8472","6.8491","6.8627","6.8335","0.01%"
"Jun 22, 2020","6.8463","6.8478","6.8611","6.8313","-0.05%"
"Jun 19, 2020","6.8498","6.8563","6.8628","6.8260","-0.07%"
"Jun 18, 2020","6.8545","6.8448","6.8641","6.8292","0.19%"
"Jun 17, 2020","6.8418","6.8442","6.8618","6.8253","0.02%"
"Jun 16, 2020","6.8403","6.8362","6.8540","6.8127","0.10%"
"Jun 15, 2020","6.8333","6.8136","6.8637","6.8054","0.33%"
"Jun 12, 2020","6.8106","6.8415","6.8467","6.7930","-0.42%"
"Jun 11, 2020","6.8394","6.7768","6.8572","6.7667","0.98%"
"Jun 10, 2020","6.7728","6.7965","6.8029","6.7610","-0.30%"
"Jun 09, 2020","6.7933","6.7888","6.8096","6.7678","0.17%"
"Jun 08, 2020","6.7816","6.7673","6.7969","6.7570","0.20%"
"Jun 05, 2020","6.7680","6.7557","6.7962","6.7325","0.24%"
"Jun 04, 2020","6.7518","6.7439","6.7723","6.7165","0.15%"
"Jun 03, 2020","6.7420","6.7048","6.7705","6.6835","0.44%"
"Jun 02, 2020","6.7125","6.8143","6.8232","6.6870","-1.43%"
"Jun 01, 2020","6.8102","6.8221","6.8293","6.7905","-0.12%"
"May 29, 2020","6.8182","6.8157","6.8437","6.7975","0.12%"
"May 28, 2020","6.8098","6.7733","6.8245","6.7673","0.59%"
"May 27, 2020","6.7699","6.7280","6.7862","6.7190","0.68%"
"May 26, 2020","6.7245","6.8101","6.8215","6.6957","-1.23%"